,postId,age,gender,education,estimate,estimateVal,rrp,p,time,sheet_no,x1,x2,lotterychoice
3604,khy52vu2,39.0,Male,High school,gist,attention_check,-0.05,0.5,2000,sheet12,10,0,10b
3605,khy2typj,32.0,Female,College,default,none,-0.02142857142857143,0.5,unlimited,sheet12,50,20,10b
3606,khy2mpb3,46.0,Female,College,verbatim,attention_check,-0.03,0.5,2000,sheet12,40,10,10b
3607,khy3phte,36.0,Male,College,verbatim,attention_check,0.26288659793814434,0.95,2000,sheet12,50,20,10b
3608,khy2n081,31.0,Male,College,gist,attention_check,-4.25,0.1,unlimited,sheet12,50,0,10b
3609,khy5qk48,38.0,Male,College,default,none,-1.2391304347826086,0.05,500,sheet12,40,10,10b
3610,khy300ey,24.0,Masculino,Colegial,verbatim,attention_check,-0.4714285714285714,0.25,unlimited,sheet12,40,10,10b
3611,khy2mt7n,24.0,Male,High school,default,none,0.4166666666666667,0.9,500,sheet12,50,0,10b
3612,khy2mxq3,31.0,Male,Graduate school,verbatim,attention_check,-4.25,0.1,500,sheet12,10,0,10b
3613,khy58mt2,29.0,Female,College,default,none,0.26288659793814434,0.95,1000,sheet12,50,20,10b
3614,khy2neez,19.0,Male,Professional school,verbatim,attention_check,-0.8636363636363636,0.05,2000,sheet12,150,50,10b
3615,khy2nkde,34.0,Male,College,default,none,0.26288659793814434,0.95,500,sheet12,50,20,10b
3616,khy3iwft,45.0,Female,Graduate school,verbatim,attention_check,0.26288659793814434,0.95,1000,sheet12,50,20,10b
3617,khy3e3dg,58.0,Female,College,gist,attention_check,-0.3,0.25,1000,sheet12,50,20,10b
3618,khy5mpdj,27.0,Female,High school,gist,attention_check,-4.25,0.1,unlimited,sheet12,10,0,10b
3619,khy2m9mv,28.0,Male,High school,verbatim,attention_check,-0.38636363636363635,0.1,1000,sheet12,20,10,10b
3620,khy36wy5,25.0,Male,High school,verbatim,attention_check,0.4473684210526316,0.95,500,sheet12,20,0,10b
3621,khy2n08z,46.0,Female,College,verbatim,attention_check,0.3,0.75,2000,sheet12,20,0,10b
3622,khy2q4zg,24.0,Male,High school,verbatim,attention_check,0.4166666666666667,0.9,2000,sheet12,50,0,10b
3623,khy2nozb,27.0,Female,College,verbatim,attention_check,0.19736842105263158,0.9,500,sheet12,20,10,10b
3624,khy7nk05,30.0,Male,College,default,none,-0.016666666666666666,0.5,1000,sheet12,20,10,10a
3625,khy2mrc0,38.0,Female,College,verbatim,attention_check,-4.25,0.1,unlimited,sheet12,50,0,10b
3626,khy373ea,27.0,Male,College,verbatim,attention_check,-0.4714285714285714,0.25,500,sheet12,40,10,10b
3627,khy5813y,32.0,Male,Graduate school,verbatim,attention_check,-0.95,0.5,2000,sheet12,150,0,1b
3628,khy2o8yq,30.0,Male,Graduate school,default,none,-1.2272727272727273,0.05,500,sheet12,150,50,6b
3629,khy2xce6,32.0,Male,College,gist,attention_check,0.3,0.75,2000,sheet12,20,0,10b
3630,khy4qqfv,46.0,Female,College,verbatim,attention_check,-0.02142857142857143,0.5,2000,sheet12,50,20,10b
3631,khy2u635,38.0,Male,College,gist,attention_check,0.4166666666666667,0.9,2000,sheet12,10,0,10b
3632,khy2w6zl,26.0,Female,High school,gist,attention_check,0.1588235294117647,0.75,2000,sheet12,50,20,10b
3633,khy5uiv8,29.0,Female,Graduate school,gist,attention_check,-1.2391304347826086,0.05,unlimited,sheet12,40,10,10b
3634,khy58m0q,25.0,Female,College,gist,attention_check,0.4166666666666667,0.9,500,sheet12,50,0,10b
3635,khy3jqc3,35.0,Male,College,default,none,0.1588235294117647,0.75,2000,sheet12,50,20,10b
3636,khy367pr,30.0,Female,Professional school,default,none,0.4473684210526316,0.95,1000,sheet12,20,0,10b
3637,khy2m0v2,20.0,Male,Graduate school,verbatim,attention_check,0.4473684210526316,0.95,500,sheet12,20,0,10b
3638,khy2my69,34.0,Female,College,verbatim,attention_check,-0.05,0.5,500,sheet12,150,0,10b
3639,khy3vqa7,48.0,Male,College,gist,attention_check,-0.6627906976744186,0.05,1000,sheet12,50,20,10b
3640,khy54wrh,36.0,Female,High school,gist,attention_check,-4.25,0.1,2000,sheet12,50,0,10b
3641,khy2zjme,26.0,Female,College,gist,attention_check,0.17105263157894737,0.9,unlimited,sheet12,20,10,9b
3642,khy34cl0,34.0,Male,Graduate school,gist,attention_check,-0.03,0.5,unlimited,sheet12,40,10,10b
3643,khy48dl9,44.0,Male,College,gist,attention_check,-4.25,0.1,2000,sheet12,50,0,10b
3644,khy3aeek,28.0,Female,College,default,none,-0.016666666666666666,0.5,1000,sheet12,20,10,10b
3645,khy2mw5t,25.0,Female,High school,gist,attention_check,0.2076923076923077,0.75,1000,sheet12,40,10,10b
3646,khy2mzh9,39.0,Male,High school,default,none,0.33116883116883117,0.95,500,sheet12,40,10,10b
3647,khy3ga80,35.0,Male,College,verbatim,attention_check,0.19736842105263158,0.9,2000,sheet12,20,10,10b
3648,khy38016,42.0,Female,High school,default,none,0.26288659793814434,0.95,2000,sheet12,50,20,10b
3649,khy3um1b,35.0,Male,College,default,none,0.4166666666666667,0.9,500,sheet12,50,0,10b
3650,khy2moht,33.0,Male,College,verbatim,attention_check,-0.05,0.5,unlimited,sheet12,150,0,10b
3651,khy2ml6i,40.0,Male,College,gist,attention_check,-0.016666666666666666,0.5,2000,sheet12,20,10,10b
3652,khy37jd2,31.0,Female,College,gist,attention_check,0.4473684210526316,0.95,500,sheet12,20,0,10b
3653,khy4w4g2,44.0,Female,High school,verbatim,attention_check,0.4473684210526316,0.95,2000,sheet12,20,0,10b
3654,khyas8ne,33.0,Male,High school,default,none,0.19736842105263158,0.9,2000,sheet12,20,10,10a
3655,khy849h4,47.0,Male,Professional school,default,none,0.1588235294117647,0.75,1000,sheet12,50,20,10b
3656,khy385l4,36.0,Male,Graduate school,verbatim,attention_check,-0.05,0.5,1000,sheet12,150,0,10b
3657,khy2q0o3,50.0,Male,College,default,none,0.19736842105263158,0.9,unlimited,sheet12,20,10,10b
3658,khy6o7oc,48.0,Female,College,verbatim,attention_check,0.4166666666666667,0.9,500,sheet12,50,0,10b
3659,khy34yzb,37.0,Female,College,default,none,0.4166666666666667,0.9,1000,sheet12,50,0,10b
3660,khy2mhyj,26.0,Male,College,verbatim,attention_check,-0.3,0.25,500,sheet12,50,20,10b
3661,khy2mtrp,22.0,Female,High school,gist,attention_check,0.3,0.75,1000,sheet12,20,0,10b
3662,khy2mfez,31.0,Male,Graduate school,gist,attention_check,0.23195876288659795,0.95,500,sheet12,50,20,9b
3663,khy35qjp,29.0,Male,High school,gist,attention_check,0.3,0.75,2000,sheet12,20,0,10b
3664,khy2o6mx,36.0,Male,College,verbatim,attention_check,-0.03,0.5,500,sheet12,40,10,10b
3665,khy6p7nn,25.0,Male,College,default,none,-1.1,0.25,unlimited,sheet12,20,0,10b
3666,khy2uiiq,37.0,Male,College,default,none,-0.02142857142857143,0.5,1000,sheet12,50,20,10b
3667,khy2sn1w,44.0,Male,College,gist,attention_check,0.08333333333333333,0.9,2000,sheet12,10,0,4b
3668,khy2sltc,47.0,Female,High school,default,none,0.15,0.5,1000,sheet12,40,10,13b
3669,khy56hfv,55.0,Male,College,gist,attention_check,-0.05,0.5,unlimited,sheet12,10,0,10b
3670,khy2n5hp,65.0,Female,Graduate school,verbatim,attention_check,-4.25,0.1,500,sheet12,50,0,10b
3671,khy3ar6u,28.0,Male,College,gist,attention_check,0.4166666666666667,0.9,1000,sheet12,50,0,10b
3672,khy5ukma,36.0,Female,College,default,none,-0.38636363636363635,0.1,1000,sheet12,20,10,10b
3673,khy2p6hw,34.0,Male,High school,default,none,0.1588235294117647,0.75,unlimited,sheet12,50,20,10b
3674,khy2m6wb,39.0,Male,Graduate school,default,none,-4.25,0.1,2000,sheet12,50,0,10b
3675,khy2rewd,23.0,Female,College,verbatim,attention_check,-0.8636363636363636,0.05,unlimited,sheet12,150,50,10b
3676,khy306ok,37.0,Male,College,gist,attention_check,-9.5,0.05,2000,sheet12,20,0,10b
3677,khy4jmrc,33.0,Male,College,gist,attention_check,-0.8636363636363636,0.05,500,sheet12,150,50,10b
3678,khy2rk86,58.0,Male,High school,verbatim,attention_check,0.4166666666666667,0.9,500,sheet12,10,0,10b
3679,khyancum,30.0,Male,College,gist,attention_check,-0.016666666666666666,0.5,unlimited,sheet12,20,10,10b
3680,khy2my2d,26.0,Male,College,gist,attention_check,0.3,0.75,1000,sheet12,20,0,10b
3681,khy2na2n,33.0,Female,College,verbatim,attention_check,-0.38636363636363635,0.1,2000,sheet12,20,10,10b
3682,khy3rgt8,62.0,Female,Professional school,gist,attention_check,0.4166666666666667,0.9,2000,sheet12,50,0,10b
3683,khy2oi7x,29.0,Female,College,gist,attention_check,-0.05,0.5,unlimited,sheet12,50,0,10b
3684,khy2ntg1,30.0,Male,Graduate school,verbatim,attention_check,-0.03,0.5,unlimited,sheet12,40,10,10b
3685,khy31x1n,40.0,Male,College,verbatim,attention_check,-0.3,0.25,2000,sheet12,50,20,10b
3686,khy2o3fx,31.0,Male,Graduate school,verbatim,attention_check,-1.1,0.25,2000,sheet12,20,0,10b
3687,khy2mvnv,63.0,Female,College,gist,attention_check,-0.3,0.25,unlimited,sheet12,50,20,10b
3688,khy3636y,58.0,Female,High school,verbatim,attention_check,-0.38636363636363635,0.1,unlimited,sheet12,20,10,10b
3689,khy58ztk,48.0,Male,High school,gist,attention_check,0.2076923076923077,0.75,unlimited,sheet12,40,10,10b
3690,khy2rfwe,31.0,Male,High school,default,none,-0.3,0.25,unlimited,sheet12,50,20,10b
3691,khy383hf,21.0,Male,Graduate school,default,none,-0.8636363636363636,0.05,500,sheet12,150,50,10b
3692,khy2n8uf,27.0,Male,Professional school,default,none,0.2076923076923077,0.75,unlimited,sheet12,40,10,10b
3693,khy2m9bn,21.0,Female,High school,default,none,-0.05,0.5,unlimited,sheet12,150,0,10b
3694,khy3vzzj,28.0,Male,College,verbatim,attention_check,0.2076923076923077,0.75,1000,sheet12,40,10,10b
3695,khy2tiao,27.0,Female,Graduate school,gist,attention_check,-0.05,0.5,2000,sheet12,50,0,0a
3696,khy2mv50,31.0,Male,Graduate school,gist,attention_check,-0.8636363636363636,0.05,500,sheet12,150,50,0a
3697,khy2p2v4,44.0,Male,College,default,none,0.19736842105263158,0.9,2000,sheet12,20,10,10b
3698,khy3r6n4,48.0,Female,College,verbatim,attention_check,-9.5,0.05,unlimited,sheet12,20,0,10b
3699,khy4f6lz,24.0,Female,College,gist,attention_check,-4.25,0.1,unlimited,sheet12,50,0,10b
3700,khy2mpww,30.0,Male,Graduate school,default,none,-0.6627906976744186,0.05,1000,sheet12,50,20,10b
3701,khy2nohu,25.0,Male,College,default,none,-2.5,0.25,2000,sheet12,20,0,3b
3702,khy57bqk,33.0,Male,Graduate school,default,none,-0.6627906976744186,0.05,2000,sheet12,50,20,10b
3703,khy3x571,41.0,Male,College,default,none,-4.25,0.1,2000,sheet12,50,0,10b
3704,khy2nejt,28.0,Male,Professional school,default,none,-0.03,0.5,1000,sheet12,40,10,10b
3705,khy31afm,27.0,Male,Post-doctoral,default,none,-4.25,0.1,1000,sheet12,50,0,10b
3706,khy9r3zq,30.0,Male,Graduate school,gist,attention_check,0.1588235294117647,0.75,2000,sheet12,50,20,0a
3707,khy2pgp6,42.0,Male,High school,gist,attention_check,-0.38636363636363635,0.1,2000,sheet12,20,10,10b
3708,khy2s5tu,32.0,Female,Unspecified,default,none,0.3,0.75,unlimited,sheet12,20,0,0b
3709,khy2mxpi,37.0,Male,College,gist,attention_check,-0.4318181818181818,0.1,1000,sheet12,20,10,9b
3710,khy2ni4b,33.0,Female,College,gist,attention_check,-4.25,0.1,unlimited,sheet12,10,0,10b
3711,khy4mk5y,64.0,Male,College,gist,attention_check,-0.02142857142857143,0.5,1000,sheet12,50,20,10b
3712,khy2nygu,49.0,Female,College,gist,attention_check,-0.05,0.5,500,sheet12,150,0,10b
3713,khy3fmft,38.0,Male,College,default,none,0.4166666666666667,0.9,1000,sheet12,50,0,10a
3714,khy2oepn,32.0,Male,High school,verbatim,attention_check,0.26288659793814434,0.95,1000,sheet12,50,20,10b
3715,khy2mg0h,36.0,Female,College,verbatim,attention_check,-1.1,0.25,500,sheet12,20,0,10b
3716,khy55r22,49.0,Female,Graduate school,verbatim,attention_check,0.4166666666666667,0.9,unlimited,sheet12,50,0,10b
3717,khy45wvk,34.0,Male,High school,gist,attention_check,-0.6627906976744186,0.05,2000,sheet12,50,20,10b
3718,khy2srsa,35.0,Male,College,default,none,0.4166666666666667,0.9,1000,sheet12,50,0,10b
3719,khy42in1,26.0,Male,College,verbatim,attention_check,0.19736842105263158,0.9,unlimited,sheet12,20,10,10b
3720,khy57ru4,22.0,Male,Graduate school,default,none,-1.891304347826087,0.05,500,sheet12,40,10,5b
3721,khwg3b3s,33.0,Female,College,gist,attention_check,-1.1,0.25,2000,sheet12,20,0,10b
3722,khy54uzk,39.0,Male,College,verbatim,attention_check,0.19736842105263158,0.9,unlimited,sheet12,20,10,10b
3723,khy3w886,32.0,Male,Graduate school,verbatim,attention_check,-0.016666666666666666,0.5,unlimited,sheet12,20,10,10b
3724,khy384ps,46.0,Male,High school,gist,attention_check,0.4473684210526316,0.95,2000,sheet12,20,0,10b
3725,khy2mzho,42.0,Male,College,verbatim,attention_check,0.3,0.75,500,sheet12,20,0,10a
3726,khy3c9qg,42.0,Male,Graduate school,gist,attention_check,0.3,0.75,2000,sheet12,20,0,10b
3727,khy2uzkj,54.0,Female,College,gist,attention_check,-0.4714285714285714,0.25,1000,sheet12,40,10,10b
3728,khy57tc2,32.0,Male,College,gist,attention_check,-0.6627906976744186,0.05,1000,sheet12,50,20,10b
3729,khy5bin6,49.0,Male,College,default,none,-0.05,0.5,1000,sheet12,50,0,10b
3730,khy3anq9,30.0,Female,College,verbatim,attention_check,-0.03,0.5,500,sheet12,40,10,10b
3731,khy31qu3,61.0,Male,High school,gist,attention_check,-0.8636363636363636,0.05,500,sheet12,150,50,10b
3732,khy353oa,32.0,Female,College,verbatim,attention_check,-0.02142857142857143,0.5,1000,sheet12,50,20,10b
3733,khy2zux1,61.0,Male,High school,gist,attention_check,-4.25,0.1,1000,sheet12,50,0,10b
3734,khy2uj6v,28.0,Male,College,default,none,-0.02142857142857143,0.5,unlimited,sheet12,50,20,10b
3735,khy4ajz3,27.0,Male,College,gist,attention_check,0.26288659793814434,0.95,2000,sheet12,50,20,10b
3736,khy30rl1,35.0,Male,College,verbatim,attention_check,-0.38636363636363635,0.1,unlimited,sheet12,20,10,0a
3737,khy2mvea,48.0,Male,College,gist,attention_check,0.33116883116883117,0.95,2000,sheet12,40,10,10b
3738,khy2ml4r,27.0,Male,College,default,none,-4.25,0.1,unlimited,sheet12,50,0,10b
3739,khy2s58o,39.0,Male,College,verbatim,attention_check,-4.25,0.1,1000,sheet12,10,0,10b
3740,khy2udjr,59.0,Male,College,verbatim,attention_check,-0.03,0.5,2000,sheet12,40,10,10b
3741,khy310tt,35.0,Male,Professional school,default,none,0.4175257731958763,0.95,2000,sheet12,50,20,15b
3742,khy7n3a3,21.0,Male,High school,verbatim,attention_check,0.4166666666666667,0.9,500,sheet12,10,0,10b
3743,khy3j2di,24.0,Unspecified,College,verbatim,attention_check,0.2076923076923077,0.75,unlimited,sheet12,40,10,10b
3744,khy2uxf3,27.0,Male,High school,verbatim,attention_check,0.33116883116883117,0.95,2000,sheet12,40,10,10b
3745,khy3ch00,30.0,Female,Ph.D,verbatim,attention_check,-0.05,0.5,500,sheet12,10,0,10a
3746,khy2t47c,34.0,Male,High school,gist,attention_check,0.4473684210526316,0.95,500,sheet12,20,0,10b
3747,khy31bcd,54.0,Male,Graduate school,verbatim,attention_check,-0.4714285714285714,0.25,unlimited,sheet12,40,10,10b
3748,khy2nlst,64.0,Male,College,gist,attention_check,-1.1,0.25,2000,sheet12,20,0,10b
3749,khy2vglo,28.0,Male,Graduate school,verbatim,attention_check,-0.6272727272727273,0.25,unlimited,sheet12,50,20,4b
3750,khy2n5fd,45.0,Male,College,gist,attention_check,-0.05,0.5,500,sheet12,50,0,10b
3751,khy5i57j,48.0,Male,College,default,none,-1.2391304347826086,0.05,unlimited,sheet12,40,10,10b
3752,khy3px2i,26.0,Male,Graduate school,verbatim,attention_check,-0.3,0.25,unlimited,sheet12,50,20,10b
3753,khy3hhrz,49.0,Female,College,gist,attention_check,0.2357142857142857,0.5,500,sheet12,50,20,16b
3754,khy2oifc,59.0,Female,High school,gist,attention_check,-0.4714285714285714,0.25,500,sheet12,40,10,10b
3755,khy2uvb5,46.0,Female,College,verbatim,attention_check,-1.2391304347826086,0.05,500,sheet12,40,10,10b
3756,khy5ez7b,28.0,Male,College,verbatim,attention_check,-1.2391304347826086,0.05,1000,sheet12,40,10,10b
3757,khy38per,37.0,Female,High school,default,none,-0.02142857142857143,0.5,2000,sheet12,50,20,10b
3758,khy2n2hh,47.0,Male,Ph.D,default,none,0.19736842105263158,0.9,unlimited,sheet12,20,10,10b
3759,khy3yock,44.0,Male,College,verbatim,attention_check,0.4473684210526316,0.95,2000,sheet12,20,0,10b
3760,khy30w1l,39.0,Male,College,default,none,0.4166666666666667,0.9,unlimited,sheet12,50,0,10b
3761,khy3fms6,46.0,Male,High school,gist,attention_check,0.26288659793814434,0.95,1000,sheet12,50,20,10b
3762,khy3u3sq,65.0,Male,Graduate school,gist,attention_check,-2.5,0.25,2000,sheet12,20,0,3b
3763,khy2m7b1,36.0,Female,College,default,none,0.2076923076923077,0.75,2000,sheet12,40,10,10b
3764,khy47uh4,29.0,Female,College,gist,attention_check,-1.2391304347826086,0.05,unlimited,sheet12,40,10,10b
3765,khy81pyy,30.0,Male,College,verbatim,attention_check,0.35,0.5,2000,sheet12,50,0,14b
3766,khy2ns0j,30.0,Male,Professional school,gist,attention_check,-0.4090909090909091,0.25,2000,sheet12,50,20,8b
3767,khy2ny1v,34.0,Female,High school,default,none,-0.05,0.5,500,sheet12,150,0,10b
3768,khy3ndcy,32.0,Male,Professional school,verbatim,attention_check,-0.38636363636363635,0.1,1000,sheet12,20,10,10b
3769,khy2wlyb,40.0,Male,College,default,none,-0.38636363636363635,0.1,1000,sheet12,20,10,10b
3770,khy2mbu3,23.0,Male,Graduate school,default,none,0.33116883116883117,0.95,2000,sheet12,40,10,10b
3771,khy45rug,33.0,Male,Professional school,gist,attention_check,0.26288659793814434,0.95,2000,sheet12,50,20,10b
3772,khy2q0md,41.0,Female,College,gist,attention_check,0.2076923076923077,0.75,unlimited,sheet12,40,10,10b
3773,khy2xm4i,23.0,Male,College,gist,attention_check,-0.05,0.5,unlimited,sheet12,10,0,10b
3774,khy56der,44.0,Female,High school,gist,attention_check,0.4166666666666667,0.9,1000,sheet12,50,0,10b
3775,khy32put,35.0,Male,College,default,none,0.4166666666666667,0.9,2000,sheet12,10,0,10b
3776,khy2p2sl,25.0,Male,Graduate school,default,none,-0.016666666666666666,0.5,unlimited,sheet12,20,10,10b
3777,khy5dsr0,44.0,Female,Graduate school,verbatim,attention_check,-4.25,0.1,500,sheet12,10,0,10b
3778,khy2t55a,34.0,Male,College,verbatim,attention_check,-0.3,0.25,unlimited,sheet12,50,20,10b
3779,khy3t7gv,34.0,Male,High school,gist,attention_check,-0.02142857142857143,0.5,500,sheet12,50,20,10b
3780,khy5wmfh,46.0,Male,College,gist,attention_check,-1.2391304347826086,0.05,2000,sheet12,40,10,10b
3781,khy3im1c,37.0,Male,College,default,none,-0.05,0.5,2000,sheet12,150,0,10b
3782,khy2msu7,34.0,Male,Graduate school,verbatim,attention_check,-0.03,0.5,1000,sheet12,40,10,10b
3783,khy2o46d,27.0,Masculino,Faculdade,default,none,-0.08333333333333333,0.9,1000,sheet12,10,0,1b
3784,khy30n4i,53.0,Female,Professional school,default,none,0.25384615384615383,0.75,2000,sheet12,40,10,11a
3785,khy57cmr,26.0,Female,College,verbatim,attention_check,0.51,0.5,2000,sheet12,40,10,19b
3786,khy38enf,53.0,Female,Professional school,verbatim,attention_check,-0.4714285714285714,0.25,1000,sheet12,40,10,10b
3787,khy3izql,37.0,Female,College,default,none,-0.4714285714285714,0.25,2000,sheet12,40,10,10b
3788,khy31jpt,32.0,Male,College,default,none,0.19736842105263158,0.9,2000,sheet12,20,10,10b
3789,khy2nyv1,34.0,Male,High school,verbatim,attention_check,0.1588235294117647,0.75,1000,sheet12,50,20,10b
3790,khy2misr,26.0,Male,College,gist,attention_check,-1.1,0.25,2000,sheet12,20,0,10a
3791,khy2mvss,38.0,Male,College,default,none,-0.016666666666666666,0.5,1000,sheet12,20,10,10b
3792,khy2mz8g,29.0,Male,High school,verbatim,attention_check,-9.5,0.05,500,sheet12,20,0,10b
3793,khy2mw5x,28.0,Female,Professional school,gist,attention_check,0.33116883116883117,0.95,2000,sheet12,40,10,10b
3794,khy2sclh,33.0,Male,High school,verbatim,attention_check,-0.05,0.5,2000,sheet12,50,0,10b
3795,khy557io,22.0,Masculino,Faculdade,gist,attention_check,-0.016666666666666666,0.5,unlimited,sheet12,20,10,10b
3796,khy2npgv,28.0,Male,High school,verbatim,attention_check,-0.38636363636363635,0.1,1000,sheet12,20,10,10b
3797,khy2oj1q,41.0,Male,College,verbatim,attention_check,-0.8636363636363636,0.05,1000,sheet12,150,50,10b
3798,khy4fg3z,25.0,Male,Graduate school,gist,attention_check,-1.1,0.25,500,sheet12,20,0,10b
3799,khy57oqr,30.0,Male,College,verbatim,attention_check,0.19411764705882353,0.75,1000,sheet12,50,20,11a
3800,khy2q0z6,59.0,Male,High school,default,none,0.4473684210526316,0.95,1000,sheet12,20,0,10b
3801,khy2of5e,36.0,Male,High school,verbatim,attention_check,-1.2391304347826086,0.05,500,sheet12,40,10,10b
3802,khy2qrix,21.0,Female,Graduate school,verbatim,attention_check,-1.2391304347826086,0.05,1000,sheet12,40,10,10b
3803,khy2wiac,29.0,Female,High school,gist,attention_check,0.4473684210526316,0.95,2000,sheet12,20,0,10b
3804,khy3lvsp,35.0,Female,College,verbatim,attention_check,-1.1,0.25,unlimited,sheet12,20,0,10b
3805,khy2ne7f,27.0,Female,High school,default,none,-0.03,0.5,unlimited,sheet12,40,10,10b
3806,khy57ui3,32.0,Female,College,default,none,-0.02142857142857143,0.5,unlimited,sheet12,50,20,10b
3807,khy2nm2c,23.0,Male,Graduate school,verbatim,attention_check,-0.02142857142857143,0.5,1000,sheet12,50,20,10b
3808,khy2n5e1,54.0,Female,High school,default,none,-0.05,0.5,2000,sheet12,10,0,10b
3809,khy2ruf4,37.0,Female,High school,gist,attention_check,-0.016666666666666666,0.5,1000,sheet12,20,10,10b
3810,khy2xmq3,27.0,Masculino,Faculdade,verbatim,attention_check,0.33116883116883117,0.95,2000,sheet12,40,10,10b
3811,khy2mptv,37.0,Male,College,verbatim,attention_check,-0.05,0.5,500,sheet12,50,0,10b
3812,khy5716g,46.0,Female,College,gist,attention_check,0.26288659793814434,0.95,2000,sheet12,50,20,10b
3813,khy4uy94,25.0,Male,College,verbatim,attention_check,-9.5,0.05,unlimited,sheet12,20,0,0a
3814,khy55icw,46.0,Female,College,verbatim,attention_check,0.1588235294117647,0.75,500,sheet12,50,20,10b
3815,khy361ed,33.0,Male,College,gist,attention_check,-0.4714285714285714,0.25,1000,sheet12,40,10,10b
3816,khy2msr0,38.0,Male,College,verbatim,attention_check,0.33116883116883117,0.95,unlimited,sheet12,40,10,10b
3817,khy303f5,27.0,Male,High school,gist,attention_check,-1.1,0.25,1000,sheet12,20,0,10b
3818,khy3lguj,29.0,Male,College,default,none,-0.8636363636363636,0.05,unlimited,sheet12,150,50,0a
3819,khy33e7p,35.0,Male,College,default,none,0.3,0.75,unlimited,sheet12,20,0,10b
3820,khy2n0jg,38.0,Male,College,default,none,-0.38636363636363635,0.1,2000,sheet12,20,10,10b
3821,khy2mzcc,30.0,Male,College,verbatim,attention_check,-0.15,0.5,1000,sheet12,20,10,6b
3822,khy2tkna,33.0,Male,High school,gist,attention_check,-0.03,0.5,1000,sheet12,40,10,10b
3823,khy3dshl,29.0,Female,Post-doctoral,verbatim,attention_check,-9.5,0.05,unlimited,sheet12,20,0,10b
3824,khy2nkg7,26.0,Male,College,verbatim,attention_check,-0.3,0.25,500,sheet12,50,20,10b
3825,khy2q9x1,23.0,Female,College,default,none,0.2647058823529412,0.75,unlimited,sheet12,50,20,13b
3826,khy2or1n,28.0,Male,College,default,none,0.33116883116883117,0.95,unlimited,sheet12,40,10,10b
3827,khy2vbbb,29.0,Male,Post-doctoral,gist,attention_check,-0.3,0.25,unlimited,sheet12,50,20,10b
3828,khy57a5b,47.0,Male,College,gist,attention_check,-0.02142857142857143,0.5,500,sheet12,50,20,10b
3829,khy33dhy,26.0,Male,College,verbatim,attention_check,-0.05,0.5,2000,sheet12,50,0,10b
3830,khy4ytk9,31.0,Male,College,verbatim,attention_check,-4.25,0.1,2000,sheet12,50,0,10b
3831,khy5mnru,40.0,Female,College,gist,attention_check,-0.05,0.5,unlimited,sheet12,10,0,10b
3832,khy64hhs,39.0,Male,College,verbatim,attention_check,0.4166666666666667,0.9,unlimited,sheet12,50,0,10b
3833,khy2okzp,27.0,Male,Post-doctoral,default,none,-0.05,0.5,1000,sheet12,50,0,10a
3834,khy3t4fh,31.0,Male,Graduate school,verbatim,attention_check,0.4473684210526316,0.95,2000,sheet12,20,0,0a
3835,khy3qx56,38.0,Male,College,gist,attention_check,0.1588235294117647,0.75,2000,sheet12,50,20,10b
3836,khy5nfdh,58.0,Female,Graduate school,gist,attention_check,-0.8636363636363636,0.05,500,sheet12,150,50,10b
3837,khy2ufcf,30.0,Male,Graduate school,default,none,-4.25,0.1,500,sheet12,50,0,10b
3838,khy2tj09,44.0,Female,High school,default,none,-0.6627906976744186,0.05,500,sheet12,50,20,10b
3839,khy2ylw0,37.0,Male,College,default,none,-0.02142857142857143,0.5,2000,sheet12,50,20,10b
3840,khy2zd6q,43.0,Male,College,default,none,-4.25,0.1,2000,sheet12,50,0,10a
3841,khy2uysv,34.0,Female,College,default,none,-0.03,0.5,2000,sheet12,40,10,10b
3842,khy5ottw,37.0,Male,College,gist,attention_check,0.4166666666666667,0.9,unlimited,sheet12,50,0,10b
3843,khy3x71w,28.0,Male,Ph.D,verbatim,attention_check,-0.872093023255814,0.05,unlimited,sheet12,50,20,7b
3844,khy3cvw6,38.0,Female,Graduate school,verbatim,attention_check,-0.05,0.5,500,sheet12,50,0,10b
3845,khy2nf9l,38.0,Female,Professional school,verbatim,attention_check,0.1588235294117647,0.75,1000,sheet12,50,20,10b
3846,khy34se1,51.0,Female,College,gist,attention_check,-0.8636363636363636,0.05,500,sheet12,150,50,0a
3847,khy554ri,34.0,Male,High school,gist,attention_check,0.33116883116883117,0.95,1000,sheet12,40,10,10b
3848,khy55bc8,30.0,Male,College,default,none,0.19736842105263158,0.9,500,sheet12,20,10,10b
3849,khy4173m,36.0,Female,College,verbatim,attention_check,-0.4714285714285714,0.25,1000,sheet12,40,10,10b
3850,khy3jua5,24.0,Male,Graduate school,default,none,0.1588235294117647,0.75,unlimited,sheet12,50,20,10b
3851,khy5t5pa,25.0,Male,Professional school,default,none,-4.25,0.1,1000,sheet12,50,0,10b
3852,khy33md4,49.0,Male,College,gist,attention_check,-0.3,0.25,2000,sheet12,50,20,10a
3853,khy2neb0,35.0,Male,Graduate school,default,none,0.1588235294117647,0.75,500,sheet12,50,20,10b
3854,khy2nul4,30.0,Male,Professional school,verbatim,attention_check,-0.05,0.5,unlimited,sheet12,10,0,10b
3855,khy307e0,38.0,Male,College,verbatim,attention_check,0.2076923076923077,0.75,2000,sheet12,40,10,10b
3856,khy31fg4,36.0,Female,High school,verbatim,attention_check,-10.5,0.05,500,sheet12,20,0,9b
